fips2000,fips2010,msa15,fmr15_2,fmr15,msa14,fmr14_2,fmr14,msa13,fmr13_2,fmr13,msa12,fmr12_2,fmr12,msa11,fmr11_2,fmr11,msa10,fmr10_2,fmr10,msa09,fmr09_2,fmr09,msa08,fmr08_2,fmr08,msa07,fmr07_2,fmr07,msa06,fmr06_2,fmr06,msa05,fmr05_2,fmr05,msa04,fmr04_2,fmr04,msa03,fmr03_2,fmr03,msa02,fmr02_2,fmr02,msa01,fmr01_2,fmr01,msa00,fmr00_2,fmr00,msa99,fmr99_2,fmr99,msa98,fmr98_2,fmr98,msa97,fmr97_2,fmr97,msa96,fmr96_2,fmr96,msa95,fmr95_2,fmr95,msa94,fmr94_2,fmr94,msa93,fmr93_2,fmr93,msa92,fmr92_2,fmr92,msa91,fmr91_2,fmr91,msa90,fmr90_2,fmr90,msa89,fmr89_2,fmr89,msa88,fmr88_2,fmr88,msa87,fmr87_2,fmr87,msa86,fmr86_2,fmr86,msa85,fmr85_2,fmr85,msa83,fmr83_2,fmr83,cbsasub,areaname,state,cousub,name,county,pop2000,pop2010,census_region
5106799999,5106799999,METRO40220N51067,643,40,METRO40220N51067,617,40,METRO40220N51067,637,40,METRO40220N51067,610,40,METRO40220N51067,588,40,METRO40220N51067,571,40,METRO40220N51067,557,40,METRO40220N51067,535,40,METRO40220N51067,502,40,METRO40220N51067,483,40,9999,453,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,325,40,10000,333,45,10000,372,45,10000,360,45,10000,348,45,10000,339,45,10000,332,45,10000,327,45,10000,318,45,10000,311,45,10000,287,45,10000,276,45,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",51,99999,Franklin County,67,47286,56159,3
5106999999,5106999999,METRO49020M49020,819,40,METRO49020M49020,804,40,METRO49020M49020,839,40,METRO49020M49020,895,40,METRO49020M49020,778,40,METRO49020M49020,764,40,METRO49020M49020,749,40,METRO49020M49020,718,40,METRO49020M49020,673,40,METRO49020M49020,647,40,9999,647,40,10000,581,40,10000,581,40,10000,566,40,10000,545,40,10000,541,40,10000,538,40,10000,530,40,10000,518,40,10000,513,40,10000,499,40,10000,510,45,10000,430,45,10000,416,45,10000,402,45,10000,392,45,10000,384,45,10000,378,45,10000,368,45,10000,360,45,10000,311,45,10000,300,45,METRO49020M49020,"Winchester, VA-WV MSA",51,99999,Frederick County,69,59209,78305,3
5107199999,5107199999,METRO13980N51071,643,40,METRO13980N51071,617,40,METRO13980N51071,626,40,METRO13980N51071,541,40,METRO13980N51071,588,40,METRO13980N51071,571,40,METRO13980N51071,557,40,METRO13980N51071,535,40,METRO13980N51071,502,40,METRO13980N51071,483,40,9999,436,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,328,40,10000,336,45,10000,426,45,10000,412,45,10000,399,45,10000,389,45,10000,381,45,10000,375,45,10000,365,45,10000,357,45,10000,325,45,10000,314,45,METRO13980N51071,"Giles County, VA HUD Metro FMR Area",51,99999,Giles County,71,16657,17286,3
5107399999,5107399999,METRO47260M47260,1107,50,METRO47260M47260,1130,50,METRO47260M47260,1136,50,METRO47260M47260,1064,50,METRO47260M47260,965,40,METRO47260M47260,934,40,METRO47260M47260,904,40,METRO47260M47260,904,50,METRO47260M47260,844,50,METRO47260M47260,811,50,5720,788,50,5720,748,50,5720,743,50,5720,652,50,5720,632,50,5720,580,40,5720,576,40,5720,566,40,5720,556,40,5720,542,40,5720,526,40,5720,545,45,5720,550,45,5720,531,45,5720,514,45,5720,485,45,5720,475,45,5720,437,45,5720,425,45,5720,415,45,5720,415,45,5720,402,45,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,99999,Gloucester County,73,34780,36858,3
5107599999,5107599999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,6760,810,50,6760,785,50,6760,780,50,6760,693,50,6760,671,50,6760,625,40,6760,620,40,6760,609,40,6760,598,40,6760,538,40,6760,522,40,6760,529,45,6760,482,45,6760,465,45,6760,450,45,6760,439,45,6760,430,45,6760,424,45,6760,413,45,6760,404,45,6760,402,45,6760,389,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Goochland County,75,16863,21717,3
5107799999,5107799999,NCNTY51077N51077,643,40,NCNTY51077N51077,617,40,NCNTY51077N51077,626,40,NCNTY51077N51077,541,40,NCNTY51077N51077,588,40,NCNTY51077N51077,571,40,NCNTY51077N51077,557,40,NCNTY51077N51077,535,40,NCNTY51077N51077,502,40,NCNTY51077N51077,483,40,9999,436,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,295,45,10000,361,45,10000,349,45,10000,338,45,10000,330,45,10000,323,45,10000,318,45,10000,310,45,10000,303,45,10000,294,45,10000,283,45,NCNTY51077N51077,"Grayson County, VA",51,99999,Grayson County,77,17917,15533,3
5107999999,5107999999,METRO16820M16820,1038,40,METRO16820M16820,1008,40,METRO16820M16820,1099,40,METRO16820M16820,1029,40,METRO16820M16820,931,40,METRO16820M16820,903,40,METRO16820M16820,882,40,METRO16820M16820,847,40,METRO16820M16820,792,40,METRO16820M16820,761,40,1540,744,40,1540,698,40,1540,693,40,1540,677,40,1540,656,40,1540,650,40,1540,645,40,1540,634,40,1540,622,40,1540,585,40,1540,567,40,1540,569,45,1540,539,45,1540,520,45,1540,503,45,1540,490,45,1540,479,45,1540,472,45,1540,459,45,1540,449,45,1540,415,45,1540,402,45,METRO16820M16820,"Charlottesville, VA MSA",51,99999,Greene County,79,15244,18403,3
5108199999,5108199999,NCNTY51081N51081,690,40,NCNTY51081N51081,617,40,NCNTY51081N51081,628,40,NCNTY51081N51081,571,40,NCNTY51081N51081,610,40,NCNTY51081N51081,592,40,NCNTY51081N51081,579,40,NCNTY51081N51081,556,40,NCNTY51081N51081,520,40,NCNTY51081N51081,500,40,9999,486,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,385,40,10000,393,45,10000,334,45,10000,323,45,10000,313,45,10000,305,45,10000,299,45,10000,295,45,10000,287,45,10000,281,45,10000,373,45,10000,361,45,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",51,99999,Greensville County,81,11560,12243,3
5108399999,5108399999,NCNTY51083N51083,643,40,NCNTY51083N51083,617,40,NCNTY51083N51083,626,40,NCNTY51083N51083,541,40,NCNTY51083N51083,588,40,NCNTY51083N51083,571,40,NCNTY51083N51083,557,40,NCNTY51083N51083,535,40,NCNTY51083N51083,502,40,NCNTY51083N51083,483,40,9999,423,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,317,45,10000,353,45,10000,342,45,10000,331,45,10000,323,45,10000,316,45,10000,312,45,10000,304,45,10000,297,45,10000,383,45,10000,371,45,NCNTY51083N51083,"Halifax County, VA",51,99999,Halifax County,83,37355,36241,3
5108599999,5108599999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,6760,810,50,6760,785,50,6760,780,50,6760,693,50,6760,671,50,6760,625,40,6760,620,40,6760,609,40,6760,598,40,6760,538,40,6760,522,40,6760,529,45,6760,482,45,6760,465,45,6760,450,45,6760,439,45,6760,430,45,6760,424,45,6760,413,45,6760,404,45,6760,402,45,6760,389,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Hanover County,85,86320,99863,3
5108799999,5108799999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,6760,810,50,6760,785,50,6760,780,50,6760,693,50,6760,671,50,6760,625,40,6760,620,40,6760,609,40,6760,598,40,6760,538,40,6760,522,40,6760,529,45,6760,482,45,6760,465,45,6760,450,45,6760,439,45,6760,430,45,6760,424,45,6760,413,45,6760,404,45,6760,402,45,6760,389,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,Henrico County,87,262300,306935,3
5108999999,5108999999,NCNTY51089N51089,643,40,NCNTY51089N51089,617,40,NCNTY51089N51089,626,40,NCNTY51089N51089,541,40,NCNTY51089N51089,588,40,NCNTY51089N51089,571,40,NCNTY51089N51089,557,40,NCNTY51089N51089,535,40,NCNTY51089N51089,502,40,NCNTY51089N51089,483,40,9999,439,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,372,40,10000,367,45,10000,430,45,10000,416,45,10000,402,45,10000,392,45,10000,384,45,10000,378,45,10000,368,45,10000,360,45,10000,383,45,10000,371,45,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",51,99999,Henry County,89,57930,54151,3
5109199999,5109199999,NCNTY51091N51091,643,40,NCNTY51091N51091,617,40,NCNTY51091N51091,626,40,NCNTY51091N51091,541,40,NCNTY51091N51091,651,40,NCNTY51091N51091,632,40,NCNTY51091N51091,617,40,NCNTY51091N51091,592,40,NCNTY51091N51091,554,40,NCNTY51091N51091,533,40,9999,518,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,317,45,10000,429,45,10000,415,45,10000,401,45,10000,391,45,10000,383,45,10000,377,45,10000,367,45,10000,359,45,10000,311,45,10000,300,45,NCNTY51091N51091,"Highland County, VA",51,99999,Highland County,91,2536,2321,3
5109399999,5109399999,METRO47260M47260,1107,50,METRO47260M47260,1130,50,METRO47260M47260,1136,50,METRO47260M47260,1064,50,METRO47260M47260,965,40,METRO47260M47260,934,40,METRO47260M47260,904,40,METRO47260M47260,904,50,METRO47260M47260,844,50,METRO47260M47260,811,50,5720,788,50,5720,748,50,5720,743,50,5720,652,50,5720,632,50,5720,580,40,5720,576,40,5720,566,40,5720,556,40,5720,542,40,5720,526,40,5720,545,45,10000,343,45,10000,332,45,10000,321,45,10000,313,45,10000,306,45,10000,302,45,10000,294,45,10000,287,45,10000,287,45,10000,276,45,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,99999,Isle of Wight County,93,29728,35270,3
5109599999,5109599999,METRO47260M47260,1107,50,METRO47260M47260,1130,50,METRO47260M47260,1136,50,METRO47260M47260,1064,50,METRO47260M47260,965,40,METRO47260M47260,934,40,METRO47260M47260,904,40,METRO47260M47260,904,50,METRO47260M47260,844,50,METRO47260M47260,811,50,5720,788,50,5720,748,50,5720,743,50,5720,652,50,5720,632,50,5720,580,40,5720,576,40,5720,566,40,5720,556,40,5720,542,40,5720,526,40,5720,545,45,5720,550,45,5720,531,45,5720,514,45,5720,485,45,5720,475,45,5720,437,45,5720,425,45,5720,415,45,5720,415,45,5720,402,45,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,99999,James City County,95,48102,67009,3
5109799999,5109799999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,9999,565,40,10000,498,40,10000,498,40,10000,485,40,10000,467,40,10000,464,40,10000,462,40,10000,455,40,10000,445,40,10000,440,40,10000,428,40,10000,438,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,373,45,10000,361,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,King and Queen County,97,6630,6945,3
5109999999,5109999999,NCNTY51099N51099,1036,40,NCNTY51099N51099,964,40,NCNTY51099N51099,987,40,NCNTY51099N51099,817,40,NCNTY51099N51099,802,40,NCNTY51099N51099,779,40,NCNTY51099N51099,761,40,NCNTY51099N51099,736,40,NCNTY51099N51099,766,40,NCNTY51099N51099,728,40,3830,702,40,3830,667,40,3830,636,40,3830,606,40,3830,581,40,3830,564,40,3830,551,40,3830,545,40,3830,533,40,3830,523,40,3830,514,40,3830,519,45,10000,507,45,10000,491,45,10000,475,45,10000,463,45,10000,453,45,10000,446,45,10000,434,45,10000,424,45,10000,389,45,10000,376,45,NCNTY51099N51099,"King George County, VA",51,99999,King George County,99,16803,23584,3
5110199999,5110199999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,9999,565,40,10000,473,40,10000,473,40,10000,461,40,10000,444,40,10000,441,40,10000,439,40,10000,433,40,10000,423,40,10000,419,40,10000,408,40,10000,417,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,373,45,10000,361,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,King William County,101,13146,15935,3
5110399999,5110399999,NCNTY51103N51103,878,40,NCNTY51103N51103,802,40,NCNTY51103N51103,859,40,NCNTY51103N51103,787,40,NCNTY51103N51103,708,40,NCNTY51103N51103,687,40,NCNTY51103N51103,671,40,NCNTY51103N51103,645,40,NCNTY51103N51103,604,40,NCNTY51103N51103,581,40,9999,565,40,10000,488,40,10000,488,40,10000,476,40,10000,458,40,10000,455,40,10000,453,40,10000,446,40,10000,436,40,10000,431,40,10000,419,40,10000,429,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,373,45,10000,361,45,NCNTY51103N51103,"Lancaster County, VA",51,99999,Lancaster County,103,11567,11391,3
5110599999,5110599999,NCNTY51105N51105,643,40,NCNTY51105N51105,617,40,NCNTY51105N51105,626,40,NCNTY51105N51105,541,40,NCNTY51105N51105,588,40,NCNTY51105N51105,571,40,NCNTY51105N51105,557,40,NCNTY51105N51105,535,40,NCNTY51105N51105,502,40,NCNTY51105N51105,483,40,9999,386,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,317,45,10000,369,45,10000,357,45,10000,345,45,10000,336,45,10000,329,45,10000,324,45,10000,315,45,10000,308,45,10000,266,45,10000,256,45,NCNTY51105N51105,"Lee County, VA",51,99999,Lee County,105,23589,25587,3
5110799999,5110799999,METRO47900M47900,1458,40,METRO47900M47900,1469,40,METRO47900M47900,1412,40,METRO47900M47900,1506,50,METRO47900M47900,1461,50,METRO47900M47900,1494,50,METRO47900M47900,1288,40,METRO47900M47900,1324,50,METRO47900M47900,1286,50,METRO47900M47900,1225,50,8840,1187,50,8840,1218,50,8840,1154,50,8840,943,50,8840,907,50,8840,840,40,8840,820,40,8840,812,40,8840,794,40,8840,779,40,8840,834,40,8840,844,45,8840,854,45,8840,830,45,8840,731,45,8840,695,45,8840,671,45,8840,641,45,8840,563,45,8840,530,45,8840,485,45,8840,414,45,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",51,99999,Loudoun County,107,169599,312311,3
5110999999,5110999999,METRO40060N51109,713,40,METRO40060N51109,717,40,METRO40060N51109,721,40,METRO40060N51109,688,40,METRO40060N51109,826,40,METRO40060N51109,802,40,METRO40060N51109,783,40,METRO40060N51109,737,40,METRO40060N51109,597,40,METRO40060N51109,574,40,9999,606,40,10000,495,40,10000,495,40,10000,482,40,10000,464,40,10000,461,40,10000,459,40,10000,452,40,10000,442,40,10000,437,40,10000,425,40,10000,435,45,10000,448,45,10000,434,45,10000,420,45,10000,409,45,10000,400,45,10000,394,45,10000,383,45,10000,374,45,10000,373,45,10000,361,45,METRO40060N51109,"Louisa County, VA HUD Metro FMR Area",51,99999,Louisa County,109,25627,33153,3
5111199999,5111199999,NCNTY51111N51111,693,40,NCNTY51111N51111,617,40,NCNTY51111N51111,659,40,NCNTY51111N51111,593,40,NCNTY51111N51111,609,40,NCNTY51111N51111,591,40,NCNTY51111N51111,577,40,NCNTY51111N51111,555,40,NCNTY51111N51111,519,40,NCNTY51111N51111,499,40,9999,485,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,310,40,10000,315,45,10000,353,45,10000,342,45,10000,331,45,10000,323,45,10000,316,45,10000,312,45,10000,304,45,10000,297,45,10000,373,45,10000,361,45,NCNTY51111N51111,"Lunenburg County, VA",51,99999,Lunenburg County,111,13146,12914,3
5111399999,5111399999,NCNTY51113N51113,974,40,NCNTY51113N51113,684,40,NCNTY51113N51113,715,40,NCNTY51113N51113,706,40,NCNTY51113N51113,700,40,NCNTY51113N51113,680,40,NCNTY51113N51113,664,40,NCNTY51113N51113,638,40,NCNTY51113N51113,597,40,NCNTY51113N51113,574,40,9999,558,40,10000,516,40,10000,516,40,10000,504,40,10000,485,40,10000,482,40,10000,480,40,10000,473,40,10000,462,40,10000,457,40,10000,445,40,10000,455,45,10000,448,45,10000,434,45,10000,420,45,10000,409,45,10000,400,45,10000,394,45,10000,383,45,10000,374,45,10000,373,45,10000,361,45,NCNTY51113N51113,"Madison County, VA",51,99999,Madison County,113,12520,13308,3
5111599999,5111599999,METRO47260M47260,1107,50,METRO47260M47260,1130,50,METRO47260M47260,1136,50,METRO47260M47260,1064,50,METRO47260M47260,965,40,METRO47260M47260,934,40,METRO47260M47260,904,40,METRO47260M47260,904,50,METRO47260M47260,844,50,METRO47260M47260,811,50,5720,788,50,5720,748,50,5720,743,50,5720,652,50,5720,632,50,5720,580,40,5720,576,40,5720,566,40,5720,556,40,5720,542,40,5720,526,40,5720,545,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,287,45,10000,276,45,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",51,99999,Mathews County,115,9207,8978,3
5111799999,5111799999,NCNTY51117N51117,664,40,NCNTY51117N51117,617,40,NCNTY51117N51117,626,40,NCNTY51117N51117,541,40,NCNTY51117N51117,593,40,NCNTY51117N51117,575,40,NCNTY51117N51117,562,40,NCNTY51117N51117,540,40,NCNTY51117N51117,506,40,NCNTY51117N51117,486,40,9999,472,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,345,40,10000,353,45,10000,334,45,10000,323,45,10000,313,45,10000,305,45,10000,299,45,10000,295,45,10000,287,45,10000,281,45,10000,373,45,10000,361,45,NCNTY51117N51117,"Mecklenburg County, VA",51,99999,Mecklenburg County,117,32380,32727,3
5111999999,5111999999,NCNTY51119N51119,682,40,NCNTY51119N51119,629,40,NCNTY51119N51119,636,40,NCNTY51119N51119,610,40,NCNTY51119N51119,708,40,NCNTY51119N51119,687,40,NCNTY51119N51119,671,40,NCNTY51119N51119,645,40,NCNTY51119N51119,604,40,NCNTY51119N51119,581,40,9999,565,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,376,40,10000,385,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,287,45,10000,276,45,NCNTY51119N51119,"Middlesex County, VA",51,99999,Middlesex County,119,9932,10959,3
5112199999,5112199999,METRO13980N51121,733,40,METRO13980N51121,716,40,METRO13980N51121,765,40,METRO13980N51121,724,40,METRO13980N51121,702,40,METRO13980N51121,681,40,METRO13980N51121,665,40,METRO13980N51121,639,40,METRO13980N51121,598,40,METRO13980N51121,575,40,9999,559,40,10000,489,40,10000,489,40,10000,477,40,10000,459,40,10000,456,40,10000,454,40,10000,447,40,10000,437,40,10000,432,40,10000,420,40,10000,430,45,10000,520,45,10000,503,45,10000,486,45,10000,474,45,10000,464,45,10000,457,45,10000,445,45,10000,435,45,10000,383,45,10000,371,45,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",51,99999,Montgomery County,121,83629,94392,3
5112599999,5112599999,METRO16820M16820,1038,40,METRO16820M16820,1008,40,METRO16820M16820,1099,40,METRO16820M16820,1029,40,METRO16820M16820,931,40,METRO16820M16820,903,40,METRO16820M16820,882,40,METRO16820M16820,847,40,METRO16820M16820,792,40,METRO16820M16820,761,40,9999,518,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,371,40,10000,380,45,10000,376,45,10000,364,45,10000,352,45,10000,343,45,10000,336,45,10000,331,45,10000,322,45,10000,315,45,10000,354,45,10000,342,45,METRO16820M16820,"Charlottesville, VA MSA",51,99999,Nelson County,125,14445,15020,3
5112799999,5112799999,METRO40060M40060,993,50,METRO40060M40060,984,50,METRO40060M40060,979,50,METRO40060M40060,878,40,METRO40060M40060,958,50,METRO40060M40060,930,50,METRO40060M40060,925,50,METRO40060M40060,870,50,METRO40060M40060,788,50,METRO40060M40060,757,50,6760,810,50,6760,785,50,6760,780,50,6760,693,50,6760,671,50,6760,625,40,6760,620,40,6760,609,40,6760,598,40,6760,538,40,6760,522,40,6760,529,45,6760,482,45,6760,465,45,6760,450,45,6760,439,45,6760,430,45,6760,424,45,6760,413,45,6760,404,45,6760,402,45,6760,389,45,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",51,99999,New Kent County,127,13462,18429,3
5113199999,5113199999,NCNTY51131N51131,777,40,NCNTY51131N51131,708,40,NCNTY51131N51131,734,40,NCNTY51131N51131,660,40,NCNTY51131N51131,708,40,NCNTY51131N51131,687,40,NCNTY51131N51131,671,40,NCNTY51131N51131,645,40,NCNTY51131N51131,604,40,NCNTY51131N51131,581,40,9999,565,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,347,40,10000,355,45,10000,398,45,10000,385,45,10000,372,45,10000,363,45,10000,355,45,10000,350,45,10000,341,45,10000,333,45,10000,333,45,10000,322,45,NCNTY51131N51131,"Northampton County, VA",51,99999,Northampton County,131,13093,12389,3
5113399999,5113399999,NCNTY51133N51133,803,40,NCNTY51133N51133,658,40,NCNTY51133N51133,750,40,NCNTY51133N51133,656,40,NCNTY51133N51133,708,40,NCNTY51133N51133,687,40,NCNTY51133N51133,671,40,NCNTY51133N51133,645,40,NCNTY51133N51133,604,40,NCNTY51133N51133,581,40,9999,565,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,344,40,10000,352,45,10000,392,45,10000,379,45,10000,367,45,10000,358,45,10000,350,45,10000,345,45,10000,336,45,10000,328,45,10000,373,45,10000,361,45,NCNTY51133N51133,"Northumberland County, VA",51,99999,Northumberland County,133,12259,12330,3
5113599999,5113599999,NCNTY51135N51135,757,40,NCNTY51135N51135,716,40,NCNTY51135N51135,723,40,NCNTY51135N51135,648,40,NCNTY51135N51135,588,40,NCNTY51135N51135,571,40,NCNTY51135N51135,557,40,NCNTY51135N51135,535,40,NCNTY51135N51135,502,40,NCNTY51135N51135,483,40,9999,452,40,10000,456,40,10000,456,40,10000,445,40,10000,428,40,10000,425,40,10000,423,40,10000,417,40,10000,408,40,10000,404,40,10000,348,40,10000,356,45,10000,353,45,10000,342,45,10000,331,45,10000,323,45,10000,316,45,10000,312,45,10000,304,45,10000,297,45,10000,373,45,10000,361,45,NCNTY51135N51135,"Nottoway County, VA",51,99999,Nottoway County,135,15725,15853,3
