FIPS,fmr0,fmr1,fmr2,fmr3,fmr4,county,State,CouSub,pop2000,countyname,Metro_code,Areaname,county_town_name,state_alpha,fmr_type,metro
5100199999,402,550,619,752,926,1,51,99999,38305,Accomack County,NCNTY51001N51001,"Accomack County, VA",Accomack County,VA,40,0
5100399999,654,787,931,1207,1335,3,51,99999,79236,Albemarle County,METRO16820M16820,"Charlottesville, VA MSA",Albemarle County,VA,40,1
5100599999,382,490,588,714,745,5,51,99999,12926,Alleghany County,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Alleghany County,VA,40,0
5100799999,791,857,958,1278,1526,7,51,99999,11400,Amelia County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Amelia County,VA,50,1
5100999999,528,542,653,805,899,9,51,99999,31894,Amherst County,METRO31340M31340,"Lynchburg, VA MSA",Amherst County,VA,40,1
5101199999,528,542,653,805,899,11,51,99999,13705,Appomattox County,METRO31340M31340,"Lynchburg, VA MSA",Appomattox County,VA,40,1
5101399999,1131,1289,1461,1885,2466,13,51,99999,189453,Arlington County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Arlington County,VA,50,1
5101599999,513,528,689,985,1133,15,51,99999,65615,Augusta County,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Augusta County,VA,40,0
5101799999,504,524,651,898,1085,17,51,99999,5048,Bath County,NCNTY51017N51017,"Bath County, VA",Bath County,VA,40,0
5101999999,528,542,653,805,899,19,51,99999,60371,Bedford County,METRO31340M31340,"Lynchburg, VA MSA",Bedford County,VA,40,1
5102199999,490,507,588,750,833,21,51,99999,6871,Bland County,NCNTY51021N51021,"Bland County, VA",Bland County,VA,40,0
5102399999,524,558,721,915,999,23,51,99999,30496,Botetourt County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Botetourt County,VA,40,1
5102599999,506,523,609,759,1051,25,51,99999,18419,Brunswick County,NCNTY51025N51025,"Brunswick County, VA",Brunswick County,VA,40,0
5102799999,490,507,588,750,833,27,51,99999,26978,Buchanan County,NCNTY51027N51027,"Buchanan County, VA",Buchanan County,VA,40,0
5102999999,489,528,588,756,956,29,51,99999,15623,Buckingham County,NCNTY51029N51029,"Buckingham County, VA",Buckingham County,VA,40,0
5103199999,528,542,653,805,899,31,51,99999,51078,Campbell County,METRO31340M31340,"Lynchburg, VA MSA",Campbell County,VA,40,1
5103399999,791,857,958,1278,1526,33,51,99999,22121,Caroline County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Caroline County,VA,50,1
5103599999,489,530,588,705,784,35,51,99999,29245,Carroll County,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Carroll County,VA,40,0
5103699999,791,857,958,1278,1526,36,51,99999,6926,Charles City County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Charles City County,VA,50,1
5103799999,489,528,588,756,956,37,51,99999,12472,Charlotte County,NCNTY51037N51037,"Charlotte County, VA",Charlotte County,VA,40,0
5104199999,791,857,958,1278,1526,41,51,99999,259903,Chesterfield County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Chesterfield County,VA,50,1
5104399999,1131,1289,1461,1885,2466,43,51,99999,12652,Clarke County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Clarke County,VA,50,1
5104599999,524,558,721,915,999,45,51,99999,5091,Craig County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Craig County,VA,40,1
5104799999,659,671,794,1027,1091,47,51,99999,34262,Culpeper County,NCNTY51047N51047,"Culpeper County, VA",Culpeper County,VA,40,0
5104999999,791,857,958,1278,1526,49,51,99999,9017,Cumberland County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Cumberland County,VA,50,1
5105199999,490,524,588,767,789,51,51,99999,16395,Dickenson County,NCNTY51051N51051,"Dickenson County, VA",Dickenson County,VA,40,0
5105399999,791,857,958,1278,1526,53,51,99999,24533,Dinwiddie County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Dinwiddie County,VA,50,1
5105799999,473,584,719,979,1009,57,51,99999,9989,Essex County,NCNTY51057N51057,"Essex County, VA",Essex County,VA,40,0
5105999999,1131,1289,1461,1885,2466,59,51,99999,969749,Fairfax County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax County,VA,50,1
5106199999,1131,1289,1461,1885,2466,61,51,99999,55139,Fauquier County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fauquier County,VA,50,1
5106399999,541,588,652,907,1148,63,51,99999,13874,Floyd County,NCNTY51063N51063,"Floyd County, VA",Floyd County,VA,40,0
5106599999,654,787,931,1207,1335,65,51,99999,20047,Fluvanna County,METRO16820M16820,"Charlottesville, VA MSA",Fluvanna County,VA,40,1
5106799999,382,457,588,703,749,67,51,99999,47286,Franklin County,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",Franklin County,VA,40,1
5106999999,568,590,778,1074,1105,69,51,99999,59209,Frederick County,METRO49020M49020,"Winchester, VA-WV MSA",Frederick County,VA,40,1
5107199999,383,496,588,750,1034,71,51,99999,16657,Giles County,METRO13980N51071,"Giles County, VA HUD Metro FMR Area",Giles County,VA,40,1
5107399999,800,834,965,1319,1590,73,51,99999,34780,Gloucester County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Gloucester County,VA,40,1
5107599999,791,857,958,1278,1526,75,51,99999,16863,Goochland County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Goochland County,VA,50,1
5107799999,490,507,588,750,833,77,51,99999,17917,Grayson County,NCNTY51077N51077,"Grayson County, VA",Grayson County,VA,40,0
5107999999,654,787,931,1207,1335,79,51,99999,15244,Greene County,METRO16820M16820,"Charlottesville, VA MSA",Greene County,VA,40,1
5108199999,507,550,610,737,915,81,51,99999,11560,Greensville County,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Greensville County,VA,40,0
5108399999,382,531,588,790,1033,83,51,99999,37355,Halifax County,NCNTY51083N51083,"Halifax County, VA",Halifax County,VA,40,0
5108599999,791,857,958,1278,1526,85,51,99999,86320,Hanover County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hanover County,VA,50,1
5108799999,791,857,958,1278,1526,87,51,99999,262300,Henrico County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Henrico County,VA,50,1
5108999999,453,472,588,754,864,89,51,99999,57930,Henry County,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Henry County,VA,40,0
5109199999,504,524,651,898,1085,91,51,99999,2536,Highland County,NCNTY51091N51091,"Highland County, VA",Highland County,VA,40,0
5109399999,800,834,965,1319,1590,93,51,99999,29728,Isle of Wight County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Isle of Wight County,VA,40,1
5109599999,800,834,965,1319,1590,95,51,99999,48102,James City County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",James City County,VA,40,1
5109799999,791,857,958,1278,1526,97,51,99999,6630,King and Queen County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",King and Queen County,VA,50,1
5109999999,666,667,802,1166,1201,99,51,99999,16803,King George County,NCNTY51099N51099,"King George County, VA",King George County,VA,40,0
5110199999,791,857,958,1278,1526,101,51,99999,13146,King William County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",King William County,VA,50,1
5110399999,472,581,708,871,937,103,51,99999,11567,Lancaster County,NCNTY51103N51103,"Lancaster County, VA",Lancaster County,VA,40,0
5110599999,381,460,588,756,800,105,51,99999,23589,Lee County,NCNTY51105N51105,"Lee County, VA",Lee County,VA,40,0
5110799999,1131,1289,1461,1885,2466,107,51,99999,169599,Loudoun County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Loudoun County,VA,50,1
5110999999,639,725,826,988,1017,109,51,99999,25627,Louisa County,METRO40060N51109,"Louisa County, VA HUD Metro FMR Area",Louisa County,VA,40,1
5111199999,506,523,609,759,1051,111,51,99999,13146,Lunenburg County,NCNTY51111N51111,"Lunenburg County, VA",Lunenburg County,VA,40,0
5111399999,519,580,700,969,1000,113,51,99999,12520,Madison County,NCNTY51113N51113,"Madison County, VA",Madison County,VA,40,0
5111599999,800,834,965,1319,1590,115,51,99999,9207,Mathews County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Mathews County,VA,40,1
5111799999,385,481,593,728,970,117,51,99999,32380,Mecklenburg County,NCNTY51117N51117,"Mecklenburg County, VA",Mecklenburg County,VA,40,0
5111999999,472,581,708,862,937,119,51,99999,9932,Middlesex County,NCNTY51119N51119,"Middlesex County, VA",Middlesex County,VA,40,0
5112199999,573,627,702,963,1233,121,51,99999,83629,Montgomery County,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Montgomery County,VA,40,1
5112599999,654,787,931,1207,1335,125,51,99999,14445,Nelson County,METRO16820M16820,"Charlottesville, VA MSA",Nelson County,VA,40,1
5112799999,791,857,958,1278,1526,127,51,99999,13462,New Kent County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",New Kent County,VA,50,1
5113199999,472,581,708,862,937,131,51,99999,13093,Northampton County,NCNTY51131N51131,"Northampton County, VA",Northampton County,VA,40,0
5113399999,472,581,708,862,937,133,51,99999,12259,Northumberland County,NCNTY51133N51133,"Northumberland County, VA",Northumberland County,VA,40,0
5113599999,489,528,588,835,956,135,51,99999,15725,Nottoway County,NCNTY51135N51135,"Nottoway County, VA",Nottoway County,VA,40,0
5113799999,471,647,721,1049,1265,137,51,99999,25881,Orange County,NCNTY51137N51137,"Orange County, VA",Orange County,VA,40,0
5113999999,400,467,613,791,815,139,51,99999,23177,Page County,NCNTY51139N51139,"Page County, VA",Page County,VA,40,0
5114199999,487,531,588,729,750,141,51,99999,19407,Patrick County,NCNTY51141N51141,"Patrick County, VA",Patrick County,VA,40,0
5114399999,416,478,617,769,826,143,51,99999,61745,Pittsylvania County,METRO19260M19260,"Danville, VA MSA",Pittsylvania County,VA,40,1
5114599999,791,857,958,1278,1526,145,51,99999,22377,Powhatan County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Powhatan County,VA,50,1
5114799999,571,572,688,824,1102,147,51,99999,19720,Prince Edward County,NCNTY51147N51147,"Prince Edward County, VA",Prince Edward County,VA,40,0
5114999999,791,857,958,1278,1526,149,51,99999,33047,Prince George County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Prince George County,VA,50,1
5115399999,1131,1289,1461,1885,2466,153,51,99999,280813,Prince William County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince William County,VA,50,1
5115599999,446,472,588,843,906,155,51,99999,35127,Pulaski County,METRO13980N51155,"Pulaski County, VA HUD Metro FMR Area",Pulaski County,VA,40,1
5115799999,519,580,700,969,1000,157,51,99999,6983,Rappahannock County,NCNTY51157N51157,"Rappahannock County, VA",Rappahannock County,VA,40,0
5115999999,472,581,708,862,937,159,51,99999,8809,Richmond County,NCNTY51159N51159,"Richmond County, VA",Richmond County,VA,40,0
5116199999,524,558,721,915,999,161,51,99999,85778,Roanoke County,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke County,VA,40,1
5116399999,470,528,588,856,1031,163,51,99999,20808,Rockbridge County,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Rockbridge County,VA,40,0
5116599999,528,586,713,999,1026,165,51,99999,67725,Rockingham County,METRO25500M25500,"Harrisonburg, VA MSA",Rockingham County,VA,40,1
5116799999,383,508,588,720,742,167,51,99999,30308,Russell County,NCNTY51167N51167,"Russell County, VA",Russell County,VA,40,0
5116999999,440,473,588,788,942,169,51,99999,23403,Scott County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Scott County,VA,40,1
5117199999,484,519,634,846,937,171,51,99999,35075,Shenandoah County,NCNTY51171N51171,"Shenandoah County, VA",Shenandoah County,VA,40,0
5117399999,486,528,588,747,967,173,51,99999,33081,Smyth County,NCNTY51173N51173,"Smyth County, VA",Smyth County,VA,40,0
5117599999,426,589,653,808,1149,175,51,99999,17482,Southampton County,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Southampton County,VA,40,0
5117799999,1131,1289,1461,1885,2466,177,51,99999,90395,Spotsylvania County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Spotsylvania County,VA,50,1
5117999999,1131,1289,1461,1885,2466,179,51,99999,92446,Stafford County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Stafford County,VA,50,1
5118199999,800,834,965,1319,1590,181,51,99999,6829,Surry County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Surry County,VA,40,1
5118399999,791,857,958,1278,1526,183,51,99999,12504,Sussex County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Sussex County,VA,50,1
5118599999,490,491,588,755,854,185,51,99999,44598,Tazewell County,NCNTY51185N51185,"Tazewell County, VA",Tazewell County,VA,40,0
5118799999,587,683,850,1195,1232,187,51,99999,31584,Warren County,METRO47900MM8820,"Warren County, VA HUD Metro FMR Area",Warren County,VA,40,1
5119199999,440,473,588,788,942,191,51,99999,51103,Washington County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Washington County,VA,40,1
5119399999,478,583,736,1010,1040,193,51,99999,16718,Westmoreland County,NCNTY51193N51193,"Westmoreland County, VA",Westmoreland County,VA,40,0
5119599999,489,499,588,765,964,195,51,99999,40123,Wise County,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Wise County,VA,40,0
5119799999,382,484,588,771,1034,197,51,99999,27599,Wythe County,NCNTY51197N51197,"Wythe County, VA",Wythe County,VA,40,0
5119999999,800,834,965,1319,1590,199,51,99999,56297,York County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",York County,VA,40,1
5151099999,1131,1289,1461,1885,2466,510,51,99999,128283,Alexandria city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Alexandria city,VA,50,1
5151599999,528,542,653,805,899,515,51,99999,6299,Bedford city,METRO31340M31340,"Lynchburg, VA MSA",Bedford city,VA,40,1
5152099999,440,473,588,788,942,520,51,99999,17367,Bristol city,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Bristol city,VA,40,1
5153099999,470,528,588,856,1031,530,51,99999,6349,Buena Vista city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Buena Vista city,VA,40,0
5154099999,654,787,931,1207,1335,540,51,99999,45049,Charlottesville city,METRO16820M16820,"Charlottesville, VA MSA",Charlottesville city,VA,40,1
5155099999,800,834,965,1319,1590,550,51,99999,199184,Chesapeake city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Chesapeake city,VA,40,1
5156099999,382,490,588,714,745,560,51,99999,4289,Clifton Forge city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Clifton Forge city,VA,40,0
5157099999,791,857,958,1278,1526,570,51,99999,16897,Colonial Heights city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Colonial Heights city,VA,50,1
5158099999,382,490,588,714,745,580,51,99999,6303,Covington city,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmetro FMR Area",Covington city,VA,40,0
5159099999,416,478,617,769,826,590,51,99999,48411,Danville city,METRO19260M19260,"Danville, VA MSA",Danville city,VA,40,1
5159599999,507,550,610,737,915,595,51,99999,5665,Emporia city,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Emporia city,VA,40,0
5160099999,1131,1289,1461,1885,2466,600,51,99999,21498,Fairfax city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax city,VA,50,1
5161099999,1131,1289,1461,1885,2466,610,51,99999,10377,Falls Church city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Falls Church city,VA,50,1
5162099999,426,589,653,808,1149,620,51,99999,8346,Franklin city,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",Franklin city,VA,40,0
5163099999,1131,1289,1461,1885,2466,630,51,99999,19279,Fredericksburg city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fredericksburg city,VA,50,1
5164099999,489,530,588,705,784,640,51,99999,6837,Galax city,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Galax city,VA,40,0
5165099999,800,834,965,1319,1590,650,51,99999,146437,Hampton city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Hampton city,VA,40,1
5166099999,528,586,713,999,1026,660,51,99999,40468,Harrisonburg city,METRO25500M25500,"Harrisonburg, VA MSA",Harrisonburg city,VA,40,1
5167099999,791,857,958,1278,1526,670,51,99999,22354,Hopewell city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Hopewell city,VA,50,1
5167899999,470,528,588,856,1031,678,51,99999,6867,Lexington city,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetro FMR Area",Lexington city,VA,40,0
5168099999,528,542,653,805,899,680,51,99999,65269,Lynchburg city,METRO31340M31340,"Lynchburg, VA MSA",Lynchburg city,VA,40,1
5168399999,1131,1289,1461,1885,2466,683,51,99999,35135,Manassas city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,VA,50,1
5168599999,1131,1289,1461,1885,2466,685,51,99999,10290,Manassas Park city,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas Park city,VA,50,1
5169099999,453,472,588,754,864,690,51,99999,15416,Martinsville city,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,VA,40,0
5170099999,800,834,965,1319,1590,700,51,99999,180150,Newport News city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Newport News city,VA,40,1
5171099999,800,834,965,1319,1590,710,51,99999,234403,Norfolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Norfolk city,VA,40,1
5172099999,489,499,588,765,964,720,51,99999,3904,Norton city,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",Norton city,VA,40,0
5173099999,791,857,958,1278,1526,730,51,99999,33740,Petersburg city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Petersburg city,VA,50,1
5173599999,800,834,965,1319,1590,735,51,99999,11566,Poquoson city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Poquoson city,VA,40,1
5174099999,800,834,965,1319,1590,740,51,99999,100565,Portsmouth city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Portsmouth city,VA,40,1
5175099999,573,627,702,963,1233,750,51,99999,15859,Radford city,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Radford city,VA,40,1
5176099999,791,857,958,1278,1526,760,51,99999,197790,Richmond city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Richmond city,VA,50,1
5177099999,524,558,721,915,999,770,51,99999,94911,Roanoke city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Roanoke city,VA,40,1
5177599999,524,558,721,915,999,775,51,99999,24747,Salem city,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",Salem city,VA,40,1
5179099999,513,528,689,985,1133,790,51,99999,23853,Staunton city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Staunton city,VA,40,0
5180099999,800,834,965,1319,1590,800,51,99999,63677,Suffolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Suffolk city,VA,40,1
5181099999,800,834,965,1319,1590,810,51,99999,425257,Virginia Beach city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Virginia Beach city,VA,40,1
5182099999,513,528,689,985,1133,820,51,99999,19520,Waynesboro city,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Waynesboro city,VA,40,0
5183099999,800,834,965,1319,1590,830,51,99999,11998,Williamsburg city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Williamsburg city,VA,40,1
5184099999,568,590,778,1074,1105,840,51,99999,23585,Winchester city,METRO49020M49020,"Winchester, VA-WV MSA",Winchester city,VA,40,1