cbsamet,state,county,zip,County_Name,CBSA_Name,area_rent_br0,area_rent_br1,area_rent_br2,area_rent_br3,area_rent_br4
40220,51,067,24151,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24176,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
40220,51,067,24184,Franklin County,"Roanoke, VA MSA",470,500,650,820,900
49020,51,069,22601,Frederick County,"Winchester, VA-WV MSA",550,580,760,1050,1080
49020,51,069,22602,Frederick County,"Winchester, VA-WV MSA",610,630,830,1150,1180
49020,51,069,22603,Frederick County,"Winchester, VA-WV MSA",700,730,960,1320,1360
49020,51,069,22624,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22625,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22630,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22637,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22645,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22654,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22655,Frederick County,"Winchester, VA-WV MSA",700,730,960,1320,1360
49020,51,069,22656,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
49020,51,069,22663,Frederick County,"Winchester, VA-WV MSA",660,690,910,1260,1290
13980,51,071,24086,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24093,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24124,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24128,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24134,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24136,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24147,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24150,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,071,24167,Giles County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
47260,51,073,23003,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23050,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23061,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23062,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23072,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23107,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23128,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23149,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,073,23184,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
40060,51,075,23038,Goochland County,"Richmond, VA MSA",710,760,850,1130,1330
40060,51,075,23039,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23063,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23065,Goochland County,"Richmond, VA MSA",750,810,900,1200,1410
40060,51,075,23084,Goochland County,"Richmond, VA MSA",760,830,920,1230,1440
40060,51,075,23102,Goochland County,"Richmond, VA MSA",890,960,1070,1430,1680
40060,51,075,23103,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23129,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23146,Goochland County,"Richmond, VA MSA",810,880,980,1310,1530
40060,51,075,23153,Goochland County,"Richmond, VA MSA",820,890,990,1320,1550
40060,51,075,23238,Goochland County,"Richmond, VA MSA",810,870,970,1290,1520
16820,51,079,22923,Greene County,"Charlottesville, VA MSA",650,780,920,1190,1320
16820,51,079,22935,Greene County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,079,22940,Greene County,"Charlottesville, VA MSA",680,820,970,1260,1390
16820,51,079,22968,Greene County,"Charlottesville, VA MSA",630,760,900,1170,1290
16820,51,079,22973,Greene County,"Charlottesville, VA MSA",630,760,900,1170,1290
40060,51,085,23005,Hanover County,"Richmond, VA MSA",680,740,820,1090,1280
40060,51,085,23015,Hanover County,"Richmond, VA MSA",810,880,980,1310,1530
40060,51,085,23047,Hanover County,"Richmond, VA MSA",810,880,980,1310,1530
40060,51,085,23059,Hanover County,"Richmond, VA MSA",960,1040,1160,1550,1820
40060,51,085,23069,Hanover County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,085,23102,Hanover County,"Richmond, VA MSA",890,960,1070,1430,1680
40060,51,085,23111,Hanover County,"Richmond, VA MSA",890,960,1070,1430,1680
40060,51,085,23116,Hanover County,"Richmond, VA MSA",900,980,1090,1460,1710
40060,51,085,23146,Hanover County,"Richmond, VA MSA",810,880,980,1310,1530
40060,51,085,23192,Hanover County,"Richmond, VA MSA",880,950,1060,1420,1660
40060,51,087,23059,Henrico County,"Richmond, VA MSA",960,1040,1160,1550,1820
40060,51,087,23060,Henrico County,"Richmond, VA MSA",890,960,1070,1430,1680
40060,51,087,23075,Henrico County,"Richmond, VA MSA",780,840,940,1250,1470
40060,51,087,23150,Henrico County,"Richmond, VA MSA",810,870,970,1290,1520
40060,51,087,23222,Henrico County,"Richmond, VA MSA",710,770,860,1150,1350
40060,51,087,23223,Henrico County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,087,23226,Henrico County,"Richmond, VA MSA",900,970,1080,1440,1690
40060,51,087,23227,Henrico County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,087,23228,Henrico County,"Richmond, VA MSA",750,810,900,1200,1410
40060,51,087,23229,Henrico County,"Richmond, VA MSA",760,830,920,1230,1440
40060,51,087,23230,Henrico County,"Richmond, VA MSA",710,770,860,1150,1350
40060,51,087,23231,Henrico County,"Richmond, VA MSA",680,740,820,1090,1280
40060,51,087,23233,Henrico County,"Richmond, VA MSA",910,990,1100,1470,1720
40060,51,087,23238,Henrico County,"Richmond, VA MSA",810,870,970,1290,1520
40060,51,087,23250,Henrico County,"Richmond, VA MSA",780,840,940,1250,1470
40060,51,087,23294,Henrico County,"Richmond, VA MSA",800,860,960,1280,1500
47260,51,093,23314,Isle of Wight County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,093,23315,Isle of Wight County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,093,23430,Isle of Wight County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,093,23487,Isle of Wight County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,093,23851,Isle of Wight County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,093,23866,Isle of Wight County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,093,23898,Isle of Wight County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,095,23089,James City County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",960,1000,1160,1590,1910
47260,51,095,23168,James City County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",880,920,1060,1450,1750
47260,51,095,23185,James City County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",810,850,980,1340,1620
47260,51,095,23188,James City County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",890,920,1070,1460,1760
40060,51,097,22560,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23023,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23085,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23091,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23108,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23110,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23126,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23148,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23149,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23156,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23161,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,097,23177,King and Queen County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,101,23009,King William County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,101,23069,King William County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,101,23086,King William County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,101,23106,King William County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,101,23177,King William County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,101,23181,King William County,"Richmond, VA MSA",670,730,810,1080,1270
47900,51,107,20105,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20117,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1280,1440,1640,2100,2750
47900,51,107,20129,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20132,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1050,1180,1350,1730,2260
47900,51,107,20135,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",980,1110,1260,1610,2110
47900,51,107,20141,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20142,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20147,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1270,1430,1630,2080,2730
47900,51,107,20148,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20152,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20158,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20159,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20164,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1220,1380,1570,2010,2630
47900,51,107,20165,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1450,1630,1860,2380,3120
47900,51,107,20166,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20175,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20176,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1180,1330,1520,1940,2550
47900,51,107,20180,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20184,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20189,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,20197,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
47900,51,107,22066,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1290,1460,1660,2120,2780
40060,51,109,22942,Louisa County,"Richmond, VA MSA",680,740,820,1090,1280
40060,51,109,22947,Louisa County,"Richmond, VA MSA",680,740,820,1090,1280
40060,51,109,22974,Louisa County,"Richmond, VA MSA",680,740,820,1090,1280
40060,51,109,23024,Louisa County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,109,23065,Louisa County,"Richmond, VA MSA",750,810,900,1200,1410
40060,51,109,23084,Louisa County,"Richmond, VA MSA",760,830,920,1230,1440
40060,51,109,23093,Louisa County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,109,23102,Louisa County,"Richmond, VA MSA",890,960,1070,1430,1680
40060,51,109,23117,Louisa County,"Richmond, VA MSA",680,740,820,1090,1280
47260,51,115,23021,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23025,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23035,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23045,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23050,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23056,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23064,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23066,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23068,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23076,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23109,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23119,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23125,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23128,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23130,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23138,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
47260,51,115,23163,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",720,750,870,1190,1430
13980,51,121,24059,Montgomery County,"Blacksburg-Christiansburg-Radford, VA MSA",590,640,710,990,1250
13980,51,121,24060,Montgomery County,"Blacksburg-Christiansburg-Radford, VA MSA",620,670,740,1030,1300
13980,51,121,24073,Montgomery County,"Blacksburg-Christiansburg-Radford, VA MSA",520,560,620,860,1090
13980,51,121,24087,Montgomery County,"Blacksburg-Christiansburg-Radford, VA MSA",590,640,710,990,1250
13980,51,121,24138,Montgomery County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,121,24141,Montgomery County,"Blacksburg-Christiansburg-Radford, VA MSA",520,560,620,860,1090
13980,51,121,24149,Montgomery County,"Blacksburg-Christiansburg-Radford, VA MSA",520,560,620,860,1090
13980,51,121,24162,Montgomery County,"Blacksburg-Christiansburg-Radford, VA MSA",590,640,710,990,1250
16820,51,125,22920,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22922,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22938,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22949,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22952,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22958,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22964,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22967,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22969,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22971,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,22976,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,24464,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,24483,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,24521,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,24553,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,24562,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,24581,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
16820,51,125,24599,Nelson County,"Charlottesville, VA MSA",590,710,840,1090,1200
40060,51,127,23011,New Kent County,"Richmond, VA MSA",810,870,970,1290,1520
40060,51,127,23089,New Kent County,"Richmond, VA MSA",950,1020,1140,1520,1790
40060,51,127,23124,New Kent County,"Richmond, VA MSA",730,790,880,1170,1380
40060,51,127,23140,New Kent County,"Richmond, VA MSA",750,810,900,1200,1410
40060,51,127,23141,New Kent County,"Richmond, VA MSA",810,870,970,1290,1520
40060,51,127,23181,New Kent County,"Richmond, VA MSA",670,730,810,1080,1270
19260,51,143,24054,Pittsylvania County,"Danville, VA MSA",490,570,730,910,980
19260,51,143,24069,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24137,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24139,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24161,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24527,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24530,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24531,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24540,Pittsylvania County,"Danville, VA MSA",430,500,640,800,860
19260,51,143,24541,Pittsylvania County,"Danville, VA MSA",430,490,630,790,840
19260,51,143,24549,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24557,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24563,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24565,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24566,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24569,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24586,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24592,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24594,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
19260,51,143,24597,Pittsylvania County,"Danville, VA MSA",400,460,590,740,790
40060,51,145,23113,Powhatan County,"Richmond, VA MSA",910,990,1100,1470,1720
40060,51,145,23120,Powhatan County,"Richmond, VA MSA",810,870,970,1290,1520
40060,51,145,23139,Powhatan County,"Richmond, VA MSA",730,790,880,1170,1380
40060,51,149,23801,Prince George County,"Richmond, VA MSA",780,840,940,1250,1470
40060,51,149,23805,Prince George County,"Richmond, VA MSA",690,750,830,1110,1300
40060,51,149,23830,Prince George County,"Richmond, VA MSA",880,950,1060,1420,1660
40060,51,149,23842,Prince George County,"Richmond, VA MSA",770,840,930,1240,1460
40060,51,149,23860,Prince George County,"Richmond, VA MSA",670,730,810,1080,1270
40060,51,149,23875,Prince George County,"Richmond, VA MSA",780,840,940,1250,1470
40060,51,149,23881,Prince George County,"Richmond, VA MSA",780,840,940,1250,1470
47900,51,153,20109,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1100,1250,1420,1810,2380
47900,51,153,20110,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1060,1190,1360,1740,2280
47900,51,153,20111,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1140,1280,1460,1870,2450
47900,51,153,20112,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1130,1270,1450,1850,2430
47900,51,153,20136,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1130,1270,1450,1850,2430
47900,51,153,20137,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1020,1150,1310,1670,2190
47900,51,153,20143,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1130,1270,1450,1850,2430
47900,51,153,20155,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1130,1270,1450,1850,2430
47900,51,153,20169,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1130,1270,1450,1850,2430
47900,51,153,20181,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1100,1250,1420,1810,2380
47900,51,153,22025,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1580,1780,2030,2590,3400
47900,51,153,22026,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1070,1210,1380,1760,2310
47900,51,153,22125,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1130,1270,1450,1850,2430
47900,51,153,22134,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1130,1270,1450,1850,2430
47900,51,153,22172,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",980,1110,1260,1610,2110
47900,51,153,22191,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1070,1200,1370,1750,2290
47900,51,153,22192,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1200,1350,1540,1970,2580
47900,51,153,22193,Prince William County,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",1170,1320,1500,1920,2510
13980,51,155,24058,Pulaski County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,155,24084,Pulaski County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
13980,51,155,24126,Pulaski County,"Blacksburg-Christiansburg-Radford, VA MSA",500,540,600,830,1050
