state,statename,county,cntyname,cbsamet,cbnsmcnm,zipcode,area_rent_br0,area_rent_br1,area_rent_br2,area_rent_br3,area_rent_br4
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22306,1020,1080,1280,1710,2150
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22307,1300,1370,1630,2180,2740
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22308,1340,1420,1680,2250,2820
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22309,1180,1250,1480,1980,2490
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22310,1580,1660,1970,2640,3310
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22312,1230,1300,1540,2060,2590
51,Virginia,059,Fairfax County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22315,1570,1650,1960,2620,3300
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20106,1060,1120,1330,1780,2240
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20115,1030,1090,1290,1730,2170
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20117,1240,1310,1550,2070,2610
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20119,1170,1230,1460,1950,2450
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20130,970,1020,1210,1620,2030
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20137,1100,1160,1380,1850,2320
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20139,1060,1120,1330,1780,2240
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20144,1020,1070,1270,1700,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20181,1030,1090,1290,1730,2170
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20184,1200,1270,1500,2010,2520
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20186,1020,1070,1270,1700,2140
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20187,1210,1270,1510,2020,2540
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20198,1210,1270,1510,2020,2540
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22639,1060,1120,1330,1780,2240
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22642,1240,1310,1550,2070,2610
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22643,1060,1120,1330,1780,2240
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22712,1140,1200,1420,1900,2390
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22720,1300,1370,1620,2170,2720
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22728,1180,1250,1480,1980,2490
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22734,980,1030,1220,1630,2050
51,Virginia,061,Fauquier County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22742,1060,1120,1330,1780,2240
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",22963,730,970,1150,1460,1660
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",22974,590,780,920,1170,1330
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23022,720,950,1130,1440,1630
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23038,630,840,990,1260,1430
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23055,510,670,800,1020,1150
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23084,460,610,720,920,1040
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",23093,590,780,930,1180,1340
51,Virginia,065,Fluvanna County,16820,"Charlottesville, VA MSA",24590,540,710,840,1070,1210
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24055,460,530,660,860,980
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24059,600,690,860,1130,1280
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24065,490,570,710,930,1050
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24067,440,510,640,840,950
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24088,440,510,640,840,950
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24091,460,530,660,860,980
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24092,440,510,640,840,950
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24101,570,660,820,1070,1220
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24102,460,530,660,860,980
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24112,460,530,660,860,980
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24121,550,630,790,1030,1170
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24137,720,830,1040,1360,1540
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24151,460,540,670,880,990
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24176,440,510,640,840,950
51,Virginia,067,Franklin County,40220,"Roanoke, VA MSA",24184,440,510,640,840,950
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22601,580,630,820,1120,1390
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22602,640,700,910,1240,1540
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22603,730,800,1030,1400,1750
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22624,660,720,930,1260,1580
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22625,870,950,1230,1670,2090
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22630,670,730,950,1290,1610
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22637,670,730,950,1290,1610
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22645,490,530,690,940,1170
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22654,670,730,950,1290,1610
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22655,710,770,1000,1360,1700
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22656,740,800,1040,1410,1770
51,Virginia,069,Frederick County,49020,"Winchester, VA-WV MSA",22663,720,790,1020,1390,1730
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24086,490,540,640,900,1130
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24093,490,540,640,900,1130
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24124,530,590,700,990,1240
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24128,490,540,640,900,1130
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24134,490,540,640,900,1130
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24136,490,540,640,900,1130
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24147,490,540,640,900,1130
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24150,490,540,640,900,1130
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24167,490,540,640,900,1130
51,Virginia,071,Giles County,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24315,490,540,640,900,1130
51,Virginia,073,Gloucester County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23003,630,650,780,1080,1360
51,Virginia,073,Gloucester County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23050,750,770,930,1290,1620
51,Virginia,073,Gloucester County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23061,640,660,790,1090,1370
51,Virginia,073,Gloucester County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23062,610,620,750,1040,1300
51,Virginia,073,Gloucester County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23072,630,650,780,1080,1360
51,Virginia,073,Gloucester County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23128,680,700,840,1160,1460
51,Virginia,073,Gloucester County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23149,580,600,720,1000,1250
51,Virginia,073,Gloucester County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23183,630,650,780,1080,1360
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23038,780,820,970,1280,1550
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23039,1090,1150,1360,1790,2170
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23063,760,800,950,1250,1510
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23065,820,860,1020,1340,1630
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23084,560,590,700,920,1120
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23093,670,700,830,1090,1320
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23102,790,840,990,1300,1580
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23103,830,880,1040,1370,1660
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23129,800,840,1000,1320,1590
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23146,820,860,1020,1340,1630
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23153,800,840,1000,1320,1590
51,Virginia,075,Goochland County,40060,"Richmond, VA MSA",23238,800,840,1000,1320,1590
51,Virginia,079,Greene County,16820,"Charlottesville, VA MSA",22923,610,800,950,1210,1370
51,Virginia,079,Greene County,16820,"Charlottesville, VA MSA",22935,680,900,1070,1360,1540
51,Virginia,079,Greene County,16820,"Charlottesville, VA MSA",22940,580,770,910,1160,1310
51,Virginia,079,Greene County,16820,"Charlottesville, VA MSA",22968,800,1060,1260,1600,1820
51,Virginia,079,Greene County,16820,"Charlottesville, VA MSA",22973,590,780,930,1180,1340
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23005,720,760,900,1180,1430
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23015,540,570,670,880,1070
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23047,820,860,1020,1340,1630
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23059,960,1010,1200,1580,1910
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23069,700,730,870,1140,1390
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23111,910,950,1130,1490,1800
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23116,950,1000,1190,1560,1900
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23146,820,860,1020,1340,1630
51,Virginia,085,Hanover County,40060,"Richmond, VA MSA",23192,880,930,1100,1450,1750
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23058,790,830,980,1290,1560
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23059,960,1010,1200,1580,1910
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23060,910,950,1130,1490,1800
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23075,760,800,950,1250,1510
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23150,790,830,980,1290,1560
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23222,670,710,840,1100,1340
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23223,670,700,830,1090,1320
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23226,890,940,1110,1460,1770
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23227,630,660,780,1030,1240
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23228,750,790,940,1240,1500
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23229,760,800,950,1250,1510
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23230,760,800,950,1250,1510
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23231,710,750,890,1170,1420
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23233,900,940,1120,1470,1780
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23238,800,840,1000,1320,1590
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23242,790,830,980,1290,1560
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23250,790,830,980,1290,1560
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23255,790,830,980,1290,1560
51,Virginia,087,Henrico County,40060,"Richmond, VA MSA",23294,820,860,1020,1340,1630
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23304,660,680,820,1130,1430
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23314,870,900,1080,1490,1880
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23315,520,530,640,880,1110
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23430,660,680,820,1130,1430
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23431,660,680,820,1130,1430
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23487,670,690,830,1150,1440
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23851,610,620,750,1040,1300
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23866,640,660,790,1090,1370
51,Virginia,093,Isle of Wight County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23898,800,820,990,1370,1720
51,Virginia,095,James City County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23089,980,1010,1210,1670,2110
51,Virginia,095,James City County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23168,650,670,810,1120,1410
51,Virginia,095,James City County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23185,820,850,1020,1410,1770
51,Virginia,095,James City County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23188,940,960,1160,1600,2020
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",22437,670,700,830,1090,1320
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",22560,670,700,830,1090,1320
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23023,510,540,640,840,1020
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23085,580,610,720,950,1150
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23091,670,700,830,1090,1320
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23108,670,700,830,1090,1320
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23110,690,730,860,1130,1370
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23126,670,700,830,1090,1320
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23148,590,620,730,960,1160
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23149,560,590,700,920,1120
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23156,730,770,910,1200,1450
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23161,670,700,830,1090,1320
51,Virginia,097,King and Queen County,40060,"Richmond, VA MSA",23177,840,890,1050,1380,1670
51,Virginia,101,King William County,40060,"Richmond, VA MSA",23009,860,900,1070,1410,1700
51,Virginia,101,King William County,40060,"Richmond, VA MSA",23069,700,730,870,1140,1390
51,Virginia,101,King William County,40060,"Richmond, VA MSA",23086,670,700,830,1090,1320
51,Virginia,101,King William County,40060,"Richmond, VA MSA",23106,670,700,830,1090,1320
51,Virginia,101,King William County,40060,"Richmond, VA MSA",23177,840,890,1050,1380,1670
51,Virginia,101,King William County,40060,"Richmond, VA MSA",23181,670,710,840,1100,1340
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20105,1750,1850,2190,2930,3680
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20117,1240,1310,1550,2070,2610
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20118,1350,1430,1690,2260,2840
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20129,1350,1430,1690,2260,2840
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20132,1080,1140,1350,1810,2270
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20135,1490,1570,1860,2490,3130
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20141,1500,1590,1880,2520,3160
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20146,1350,1430,1690,2260,2840
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20147,1340,1420,1680,2250,2820
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20148,1660,1750,2070,2770,3480
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20152,1500,1590,1880,2520,3160
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20158,660,690,820,1100,1380
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20164,1340,1410,1670,2240,2810
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20165,1500,1580,1870,2500,3140
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20166,1280,1350,1600,2140,2690
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20167,1350,1430,1690,2260,2840
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20175,1210,1270,1510,2020,2540
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20176,1260,1320,1570,2100,2640
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20177,1350,1430,1690,2260,2840
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20180,1110,1170,1390,1860,2340
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20184,1200,1270,1500,2010,2520
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20189,1350,1430,1690,2260,2840
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20197,1350,1430,1690,2260,2840
51,Virginia,107,Loudoun County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22066,1340,1420,1680,2250,2820
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",22942,670,710,840,1100,1340
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",22947,680,720,850,1120,1350
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",22974,720,760,900,1180,1430
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",23024,550,580,690,910,1100
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",23065,820,860,1020,1340,1630
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",23084,560,590,700,920,1120
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",23093,670,700,830,1090,1320
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",23102,790,840,990,1300,1580
51,Virginia,109,Louisa County,40060,"Richmond, VA MSA",23117,830,880,1040,1370,1660
