state,statename,county,cntyname,cbsamet,cbnsmcnm,zipcode,area_rent_br0,area_rent_br1,area_rent_br2,area_rent_br3,area_rent_br4
51,Virginia,187,Warren County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22630,750,790,940,1260,1580
51,Virginia,187,Warren County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22642,1240,1310,1550,2070,2610
51,Virginia,187,Warren County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22645,660,690,820,1100,1380
51,Virginia,187,Warren County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22655,750,790,940,1260,1580
51,Virginia,187,Warren County,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22657,660,690,820,1100,1380
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24202,530,580,750,980,1110
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24210,480,540,690,900,1020
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24211,500,550,710,930,1050
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24236,600,670,860,1130,1270
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24270,500,550,710,930,1050
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24319,450,500,640,840,950
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24327,500,550,710,930,1050
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24340,450,500,640,840,950
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24361,470,520,670,880,990
51,Virginia,191,Washington County,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24370,450,500,640,840,950
51,Virginia,199,York County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23185,820,850,1020,1410,1770
51,Virginia,199,York County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23188,940,960,1160,1600,2020
51,Virginia,199,York County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23665,1170,1210,1450,2000,2520
51,Virginia,199,York County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23690,670,690,830,1150,1440
51,Virginia,199,York County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23691,1220,1260,1510,2090,2630
51,Virginia,199,York County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23692,1030,1060,1280,1770,2230
51,Virginia,199,York County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23693,1000,1030,1240,1710,2160
51,Virginia,199,York County,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23696,990,1020,1230,1700,2140
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22301,1140,1210,1430,1910,2400
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22302,1260,1320,1570,2100,2640
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22304,1220,1290,1530,2050,2570
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22305,1050,1100,1310,1750,2200
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22311,1140,1210,1430,1910,2400
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22312,1230,1300,1540,2060,2590
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22313,1190,1260,1490,1990,2500
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22314,1360,1430,1700,2280,2860
51,Virginia,510,Alexandria city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22320,1190,1260,1490,1990,2500
51,Virginia,515,Bedford city,31340,"Lynchburg, VA MSA",24523,590,650,790,1010,1170
51,Virginia,520,Bristol city,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24201,480,530,680,890,1010
51,Virginia,520,Bristol city,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24202,530,580,750,980,1110
51,Virginia,520,Bristol city,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24203,480,540,690,900,1020
51,Virginia,520,Bristol city,28700,"Kingsport-Bristol-Bristol, TN-VA MSA",24209,480,540,690,900,1020
51,Virginia,540,Charlottesville city,16820,"Charlottesville, VA MSA",22901,700,920,1090,1390,1570
51,Virginia,540,Charlottesville city,16820,"Charlottesville, VA MSA",22902,640,840,1000,1270,1440
51,Virginia,540,Charlottesville city,16820,"Charlottesville, VA MSA",22903,640,840,1000,1270,1440
51,Virginia,540,Charlottesville city,16820,"Charlottesville, VA MSA",22904,630,830,980,1250,1410
51,Virginia,540,Charlottesville city,16820,"Charlottesville, VA MSA",22905,630,830,980,1250,1410
51,Virginia,550,Chesapeake city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23320,940,960,1160,1600,2020
51,Virginia,550,Chesapeake city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23321,920,950,1140,1580,1980
51,Virginia,550,Chesapeake city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23322,1080,1110,1340,1850,2330
51,Virginia,550,Chesapeake city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23323,850,870,1050,1450,1830
51,Virginia,550,Chesapeake city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23324,650,670,810,1120,1410
51,Virginia,550,Chesapeake city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23325,920,950,1140,1580,1980
51,Virginia,550,Chesapeake city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23327,860,890,1070,1480,1860
51,Virginia,570,Colonial Heights city,40060,"Richmond, VA MSA",23834,710,740,880,1160,1400
51,Virginia,590,Danville city,19260,"Danville, VA MSA",24540,440,550,680,960,960
51,Virginia,590,Danville city,19260,"Danville, VA MSA",24541,410,520,640,910,900
51,Virginia,600,Fairfax city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22030,1470,1550,1840,2460,3090
51,Virginia,600,Fairfax city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22031,1410,1480,1760,2360,2960
51,Virginia,600,Fairfax city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22038,1340,1420,1680,2250,2820
51,Virginia,610,Falls Church city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22040,1330,1400,1660,2220,2790
51,Virginia,610,Falls Church city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22044,1100,1160,1370,1830,2300
51,Virginia,610,Falls Church city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22046,1200,1270,1500,2010,2520
51,Virginia,630,Fredericksburg city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22401,940,1000,1180,1580,1980
51,Virginia,630,Fredericksburg city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22402,940,1000,1180,1580,1980
51,Virginia,630,Fredericksburg city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",22404,940,1000,1180,1580,1980
51,Virginia,650,Hampton city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23605,740,760,910,1260,1580
51,Virginia,650,Hampton city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23651,670,690,830,1150,1440
51,Virginia,650,Hampton city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23661,740,760,910,1260,1580
51,Virginia,650,Hampton city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23663,810,830,1000,1380,1740
51,Virginia,650,Hampton city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23664,770,790,950,1310,1650
51,Virginia,650,Hampton city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23665,1170,1210,1450,2000,2520
51,Virginia,650,Hampton city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23666,830,860,1030,1420,1790
51,Virginia,650,Hampton city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23669,770,790,950,1310,1650
51,Virginia,660,Harrisonburg city,25500,"Harrisonburg, VA MSA",22801,800,770,1010,1280,1790
51,Virginia,660,Harrisonburg city,25500,"Harrisonburg, VA MSA",22802,660,640,840,1070,1490
51,Virginia,660,Harrisonburg city,25500,"Harrisonburg, VA MSA",22803,710,690,900,1140,1590
51,Virginia,660,Harrisonburg city,25500,"Harrisonburg, VA MSA",22807,710,690,900,1140,1590
51,Virginia,670,Hopewell city,40060,"Richmond, VA MSA",23860,640,670,800,1050,1270
51,Virginia,680,Lynchburg city,31340,"Lynchburg, VA MSA",24501,550,600,730,930,1080
51,Virginia,680,Lynchburg city,31340,"Lynchburg, VA MSA",24502,590,650,790,1010,1170
51,Virginia,680,Lynchburg city,31340,"Lynchburg, VA MSA",24503,600,660,800,1020,1180
51,Virginia,680,Lynchburg city,31340,"Lynchburg, VA MSA",24504,570,620,760,970,1120
51,Virginia,680,Lynchburg city,31340,"Lynchburg, VA MSA",24506,590,650,790,1010,1170
51,Virginia,683,Manassas city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20110,1110,1170,1390,1860,2340
51,Virginia,685,Manassas Park city,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",20111,1220,1280,1520,2030,2560
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23601,740,760,910,1260,1580
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23602,840,860,1040,1440,1810
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23603,920,950,1140,1580,1980
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23604,1120,1160,1390,1920,2420
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23605,740,760,910,1260,1580
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23606,800,820,990,1370,1720
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23607,650,670,810,1120,1410
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23608,790,810,980,1350,1710
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23609,770,790,950,1310,1650
51,Virginia,700,Newport News city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23612,770,790,950,1310,1650
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23501,740,760,920,1270,1600
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23502,830,860,1030,1420,1790
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23503,740,760,910,1260,1580
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23504,680,700,840,1160,1460
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23505,750,770,930,1290,1620
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23507,790,810,980,1350,1710
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23508,700,720,870,1200,1510
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23509,800,820,990,1370,1720
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23510,860,880,1060,1460,1840
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23511,1210,1250,1500,2070,2610
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23513,740,760,910,1260,1580
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23517,740,760,920,1270,1600
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23518,740,760,910,1260,1580
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23523,610,630,760,1050,1320
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23541,740,760,920,1270,1600
51,Virginia,710,Norfolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23551,1210,1250,1500,2070,2610
51,Virginia,730,Petersburg city,40060,"Richmond, VA MSA",23803,630,670,790,1040,1260
51,Virginia,730,Petersburg city,40060,"Richmond, VA MSA",23805,710,750,890,1170,1420
51,Virginia,735,Poquoson city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",,520,530,640,880,1110
51,Virginia,735,Poquoson city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23662,960,990,1190,1640,2070
51,Virginia,740,Portsmouth city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23701,760,780,940,1300,1640
51,Virginia,740,Portsmouth city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23702,730,750,900,1240,1570
51,Virginia,740,Portsmouth city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23703,830,860,1030,1420,1790
51,Virginia,740,Portsmouth city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23704,740,760,920,1270,1600
51,Virginia,740,Portsmouth city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23705,780,800,960,1330,1670
51,Virginia,740,Portsmouth city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23707,740,760,910,1260,1580
51,Virginia,750,Radford city,13980,"Blacksburg-Christiansburg-Radford, VA MSA",24141,510,570,670,950,1190
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23173,700,730,870,1140,1390
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23219,660,690,820,1080,1310
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23220,760,800,950,1250,1510
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23221,760,800,950,1250,1510
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23222,670,710,840,1100,1340
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23223,670,700,830,1090,1320
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23224,670,700,830,1090,1320
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23225,690,730,860,1130,1370
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23226,890,940,1110,1460,1770
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23227,630,660,780,1030,1240
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23230,760,800,950,1250,1510
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23231,710,750,890,1170,1420
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23234,710,750,890,1170,1420
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23235,890,940,1110,1460,1770
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23241,700,730,870,1140,1390
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23260,700,730,870,1140,1390
51,Virginia,760,Richmond city,40060,"Richmond, VA MSA",23261,700,730,870,1140,1390
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24004,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24005,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24006,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24008,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24009,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24011,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24012,490,570,710,930,1050
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24013,530,620,770,1010,1140
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24014,510,590,740,970,1100
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24015,460,540,670,880,990
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24016,440,510,640,840,950
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24017,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24018,570,670,830,1090,1230
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24019,580,670,840,1100,1250
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24023,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24024,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24026,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24027,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24028,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24029,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24030,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24031,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24032,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24033,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24035,480,550,690,900,1020
51,Virginia,770,Roanoke city,40220,"Roanoke, VA MSA",24036,480,550,690,900,1020
51,Virginia,775,Salem city,40220,"Roanoke, VA MSA",24153,530,610,760,1000,1130
51,Virginia,800,Suffolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23432,550,570,680,940,1180
51,Virginia,800,Suffolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23433,950,970,1170,1620,2040
51,Virginia,800,Suffolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23434,710,730,880,1220,1530
51,Virginia,800,Suffolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23435,1160,1190,1430,1980,2490
51,Virginia,800,Suffolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23436,1100,1130,1360,1880,2370
51,Virginia,800,Suffolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23437,570,580,700,970,1220
51,Virginia,800,Suffolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23438,820,840,1010,1400,1760
51,Virginia,800,Suffolk city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23439,770,790,950,1310,1650
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23450,980,1010,1210,1670,2110
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23451,940,960,1160,1600,2020
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23452,960,990,1190,1640,2070
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23453,1030,1060,1280,1770,2230
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23454,960,990,1190,1640,2070
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23455,960,990,1190,1640,2070
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23456,1250,1290,1550,2140,2700
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23457,680,700,840,1160,1460
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23459,1250,1290,1550,2140,2700
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23462,970,1000,1200,1660,2090
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23464,1030,1060,1270,1760,2210
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23467,980,1010,1210,1670,2110
51,Virginia,810,Virginia Beach city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23471,980,1010,1210,1670,2110
51,Virginia,830,Williamsburg city,47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",23185,820,850,1020,1410,1770
51,Virginia,840,Winchester city,49020,"Winchester, VA-WV MSA",22601,580,630,820,1120,1390
51,Virginia,840,Winchester city,49020,"Winchester, VA-WV MSA",22604,580,630,820,1120,1390